Sentence,Label,Portal,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"In Lima, governments must agree to review whether these plans are enough to prevent climate chaos and whether the effort is shared fairly between richer and poorer nations before they meet again in Paris in December 2015 .",assumption,aljazeera,,,,,,,,,,,,,,,
"In Lima, we expect scientists, business people and investors, city mayors, faith leaders and civil society organisations from all over the world to be calling for more ambitious climate action .",assumption,aljazeera,,,,,,,,,,,,,,,
The climate movement gets broader and more effective day .,assumption,aljazeera,,,,,,,,,,,,,,,
"It is an unstoppable force now - and in Lima and Paris, we will make our voices heard .",assumption,aljazeera,,,,,,,,,,,,,,,
"It is an unstoppable force now - and in Lima and Paris, we will make our voices heard .",assumption,aljazeera,,,,,,,,,,,,,,,
Argentina has chosen a certain path for development that is diametrically opposed to what is required to mitigate the problems of climate change .,assumption,aljazeera,,,,,,,,,,,,,,,
"And as Argentinean representatives attend the Climate Change Summit in Peru , it's worth looking at its poor environmental record .",assumption,aljazeera,,,,,,,,,,,,,,,
"Average temperature in the southern region of Patagonia has increased one degree Celsius in the last 50 years , provoking the retreat of the largest glaciers in the region .",statistics,aljazeera,,,,,,,,,,,,,,,
"During the same period, rains increased by 10 percent in the east ; severe flooding in northeastern Argentina has been linked to the change in the use of the land and the deterioration of local ecosystems .",statistics,aljazeera,,,,,,,,,,,,,,,
"In addition ,  the country has suffered from increased sea levels, reduction in fresh water bodies, desertification, severe storms and tornadoes .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Argentina has a rate of deforestation of 0.8 percent per year - twice that of the Amazon region, or about 26 hectares per hour .",statistics,aljazeera,,,,,,,,,,,,,,,
"Despite the Forest Act coming into force in February 2009 , over one million hectares of native woods were destroyed between 2009 and 2012 .",statistics,aljazeera,,,,,,,,,,,,,,,
The Forest Act budget for 2015 has been set at just 300 million pesos ($27m) instead of the 3.1 billion pesos ($364m) as requested by environmental activists .,anecdote,aljazeera,,,,,,,,,,,,,,,
"The national government has consistently failed to properly fund the implementation of the Forest Act , making it completely ineffective .",assumption,aljazeera,,,,,,,,,,,,,,,
"Local governments continue to authorise the deforestation of protected woods at the request of local landowners , generating a serious environmental impact, the displacement of indigenous and peasant populations and the persecution of environmental activists .",assumption,aljazeera,,,,,,,,,,,,,,,
"While high temperatures continue to push the consumption of electricity to record levels and demand for electricity is set to grow at an average of 5.5 percent per year , Argentina is far from achieving its target of 8 percent renewable energy generation by 2016 .",assumption,aljazeera,,,,,,,,,,,,,,,
"In 2013, investment for smaller scale hydro clean energy fell 70 percent from $2.7bn to just $153m .",statistics,aljazeera,,,,,,,,,,,,,,,
"At the end of 2012, only 1.4 percent of all electricity produced was from renewable resources .",statistics,aljazeera,,,,,,,,,,,,,,,
"Meanwhile in 2013, the Supreme Court lifted an embargo on Chevron's assets in Argentina , so it could enter into an agreement to exploit the shale gas site at Vaca Muerta, in the province of Neuquen .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Chevron , which has been condemned by courts in Ecuador for environmental damage , has pledged $1.5bn to develop it .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Each of the 1,500 planned fracking wells will use up to 12 million litres of water .",anecdote,aljazeera,,,,,,,,,,,,,,,
The Mapuche indigenous communities living nearby oppose the development as it will increase contamination of their subterranean water supply .,anecdote,aljazeera,,,,,,,,,,,,,,,
"Argentina is the third largest producer of soy after the US and Brazil, exporting practically all of its production to Europe and China and providing much needed revenue for the government at a time when it faces increased demands to pay its external debts .",statistics,aljazeera,,,,,,,,,,,,,,,
The use of soy for biofuels has promoted deforestation and its expansion has generated enormous greenhouse gas emissions due to the loss of forest mass and the changes in the use of the land .,assumption,aljazeera,,,,,,,,,,,,,,,
"Thanks to a reduction in the taxation of biofuel exports and other tax incentives, the production of biodiesel reached a historical record in September 2014 , totalling nearly 1.9m tonnes in the first nine months of 2014 .",statistics,aljazeera,,,,,,,,,,,,,,,
"In the last few years, the area for maize cultivation for biofuel has increased .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Greenpeace points out that corn-based bioethanol has an extremely poor energetic balance , while civil society organisations question the use of agricultural land to produce grains to feed machines rather than people .",testimony,aljazeera,,,,,,,,,,,,,,,
"Still ,  there are signs of hope .",assumption,aljazeera,,,,,,,,,,,,,,,
"On December 3, the Argentinean Senate approved tax incentives for the generation of electricity from renewable energy sources .",anecdote,aljazeera,,,,,,,,,,,,,,,
The Chamber of Deputies is likely to make it law next year .,assumption,aljazeera,,,,,,,,,,,,,,,
"But in light of Argentina's environmental record, there is clearly a lot of work yet to be done and many more laws and policies to be implemented .",assumption,aljazeera,,,,,,,,,,,,,,,
"But in light of Argentina's environmental record, there is clearly a lot of work yet to be done and many more laws and policies to be implemented .",assumption,aljazeera,,,,,,,,,,,,,,,
"For Armenia, its role as a reliable partner and ally of Russia has never faced any real challenge .",assumption,aljazeera,,,,,,,,,,,,,,,
Much of this reliance on Russia stems from essential security and economic concerns .,assumption,aljazeera,,,,,,,,,,,,,,,
"Armenia's security reliance on Russia is driven by a virtual state of war with neighbouring Azerbaijan , rooted in the Nagorno-Karabakh conflict, only exacerbated by the absence of ""normal"" diplomatic relations and closed border with Turkey .",assumption,aljazeera,,,,,,,,,,,,,,,
"And with the Turkish refusal to recognise the Armenian genocide , this threat perception is only magnified .",assumption,aljazeera,,,,,,,,,,,,,,,
"For small, landlocked Armenia, a strategic alliance with Russia is generally accepted as essential in the face of such inherent insecurity .",assumption,aljazeera,,,,,,,,,,,,,,,
"And beyond an imperative of security, Armenia also depends on Russia as a crucial source of remittances , or money sent home by large numbers of Armenians living and working in Russia .",assumption,aljazeera,,,,,,,,,,,,,,,
"Yet ,  there is a surprisingly intense debate now under way within Armenia that seriously questions these fundamental pillars of the Armenian-Russian relationship .",assumption,aljazeera,,,,,,,,,,,,,,,
New challenge .,no-unit,aljazeera,,,,,,,,,,,,,,,
"More specifically, this new challenge to Armenia's traditional reliance on Russia is driven by two significant factors: tragedy and timing .",assumption,aljazeera,,,,,,,,,,,,,,,
"A tragedy first triggered this turnabout when a rogue Russian soldier killed an entire Armenian family , save for a six-month-old infant who later died of his stab wounds, in Gyumri, Armenia .",assumption,aljazeera,,,,,,,,,,,,,,,
Gyumri is the country's second-largest city and the host of the Russian military base .,common-ground,aljazeera,,,,,,,,,,,,,,,
"That senseless act of random violence in the early morning hours of January 12, sparked an immediate and spontaneous outpouring of grief and mourning .",anecdote,aljazeera,,,,,,,,,,,,,,,
"But the initial shock and grief quickly turned to outrage , as Russian military officials seemed to take charge of the case with a heavy-handed disdain and disregard for local sensitivities .",assumption,aljazeera,,,,,,,,,,,,,,,
That perception was only deepened when Armenian officials were slow to respond or react .,assumption,aljazeera,,,,,,,,,,,,,,,
"It was this mishandling of the tragedy , even more than the murder itself, that then triggered a series of demonstrations and protests by local Armenians in Gyumri .",assumption,aljazeera,,,,,,,,,,,,,,,
"Fearing that the Russian conscript would be moved from his detention within the Russian base and likely returned to Moscow , local residents demanded that the self-confessed soldier be turned over to Armenian authorities .",anecdote,aljazeera,,,,,,,,,,,,,,,
