Sentence,Label
"Knight Vinke Asset Management, the Monaco-based activist investor, last year ran advertisements in French and British newspapers to campaign for a breakup of Suez, the French utility.",Distant_Historical
"Small shareholder associations, whose membership fees do not cover such large campaigns, are happy to jump on the bandwagon, said Jean-Pierre Paelinck, secretary general of Euroshareholders in Brussels.",Distant_Evaluation
The efforts seem to be persuading executives that they need to listen to shareholders or risk their jobs and control over their company.,Distant_Evaluation
"Rijkman W. J. Groenink, ABN Amro's chief executive, in an emotional outburst on April 28, complained to a Dutch court that his company had become ''a toy for hedge funds.''",Distant_Evaluation
"Werner G. Seifert, who was ousted as chief executive of Deutsche Börse after an activist investor campaign, last year disclosed his frustration in a memoir called ''Invasion of the Locusts.''",Distant_Historical
Those who have not yet had contact with activist investors are seeking advice.,Cause_General
"Calls from executives asking what to do in case an activist hedge fund buys into the company are definitely on the rise, said Philip Keevil, a senior partner at Compass Advisers, a merger advisory firm, in London.",Distant_Evaluation
"Shareholder activism does not need to be confrontational, he said.",Distant_Evaluation
Managers sometimes welcome active shareholders because it gives them an opportunity to push for changes.,Distant_Evaluation
"But senior executives are also being pressured to deliver shareholder returns as the investment base of companies shifts from passive institutional investors with longer-term horizons to hedge funds focused on the short term, sometimes holding as little as a 1 percent stake in a company.",Cause_General
"Activism was further fueled by a realization among shareholders that selling shares, often at a loss, to protest unsuccessful management did not really change anything.",Cause_General
It simply meant the investment was now weighing on someone else's portfolio as the company continued to underperform.,Cause_General
"''Activist shareholders are giving more confidence to those who felt in the past that they had no say and remind managers of their duties to account for shareholders' interest,'' said David Brooks, head of mergers at the advisory firm Grant Thornton in London.",Distant_Evaluation
The recent explosion of private equity wealth and the rising appetite for takeovers are adding to the pressure on management to listen to shareholders.,Cause_General
Analysts say shareholder activism is also focusing on a growing distrust of senior management that can be traced back to corporate scandals like those at Enron and Parmalat.,Cause_General
"There is a general tendency that ''if there is a problem with the company, shareholders will say, 'Let's do something about it ourselves and don't trust the directors to do so,' '' said Roger Lawson, communications director for the UK Shareholders' Association.",Distant_Evaluation
"Encouraged by the success of activist investors, traditional asset management firms like Fidelity Investments, the largest mutual fund company in the world, and Templeton, which never made public statements about their investments in the past, also became more vocal and in some instances publicly threw their weight behind an activist hedge fund.",Cause_General
"Henderson Global Investors, a 73-year-old British asset management firm, is planning later this year to set up an ''active engagement fund'' to look for undervalued companies, buy a stake in them and work together with the management to improve performance and enhance shareholder value.",Distant_Expectations_Consequences
"Even though shareholder activism is generally considered to be positive because it makes companies more efficient and increases shareholder returns, some analysts said that the focus on short-term returns can mean important long-term goals were neglected.",Distant_Evaluation
"Under pressure to perform, managers may feel forced to come up with short-term fixes for problems that would otherwise require more time to solve, said Mr. Brooks of Grant Thornton.",Distant_Evaluation
"But Mr. Borges at the European Corporate Governance Institute said these would remain exceptions because it was in the interest of short-term investors to sell their shares at a profit, and they could do so only if they found new investors who believed in the long-term potential of the revamped company.",Distant_Evaluation
"Despite the possible high returns, shareholder activism remains hard work.",Distant_Evaluation
"Just how hard is illustrated by the retirement plans of Mr. de Vries, who after 18 years of fighting for shareholders' rights decided to leave the Dutch shareholder group in October.",Distant_Evaluation
"Until then, he said, he will fight on and wonder who will be around longer: he or Mr. Groenink of ABN Amro.",Distant_Evaluation
"When Institutional Investor's Alpha magazine released its annual list of the highest paid hedge fund managers last month, it allowed the rest of us to play an entertaining little parlor game: what could you buy if you made as much money as those guys?",Distant_Evaluation
